标题,视频链接,封面图链接,时长,发布时间
皇甫誕碑067於雕題伐叛懷柔漸068淳化於緩耳蜀王地,//v.youku.com/v_show/id_XMzY4OTIzOTEzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B32F1AE8B3D4D1AC2048076?x-oss-process=image/resize,w_500",08:31,2018-6-27 10:08
皇甫誕碑071擇奇才以爲僚佐授072公益州總管府司法,//v.youku.com/v_show/id_XMzY4OTI0MjQ4NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B32F1AA8B3D4D1AC207FAC0?x-oss-process=image/resize,w_500",07:56,2018-6-27 10:08
皇甫誕碑063上客既而蒼精委馭064炎運啓圖作貳邊服,//v.youku.com/v_show/id_XMzY4OTIzNDIzMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B32F193E5D50C1AC20B7250?x-oss-process=image/resize,w_500",08:24,2018-6-27 10:08
皇甫誕碑065寔資令望授廣州長066史悅近來遠變輕訬,//v.youku.com/v_show/id_XMzY4OTIzNDI1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B32F11FE5D50C1AC20F3D6F?x-oss-process=image/resize,w_500",09:03,2018-6-27 10:05
皇甫誕碑061策名蕃牧則位重首062寮袨服睢陽則譽光,//v.youku.com/v_show/id_XMzY4OTIzNDI0OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B32F0F58B3D4D1AC2016596?x-oss-process=image/resize,w_500",08:45,2018-6-27 10:05
皇甫誕碑059藝囊括群英者也起060家除周畢王府長史,//v.youku.com/v_show/id_XMzY4NDk5MjA5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B3047F8ADB5971AC2030E33?x-oss-process=image/resize,w_500",08:03,2018-6-25 09:40
皇甫誕碑057君類荀攸之宏圖見058知魏主斯故冗羅衆,//v.youku.com/v_show/id_XMzY4NDk5MDkxNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B3047E4ADC05D1AC2045DBB?x-oss-process=image/resize,w_500",08:13,2018-6-25 09:39
皇甫誕碑055方忠盡匡救之道同056何充之器局被重晉,//v.youku.com/v_show/id_XMzY4NDk4ODQ3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B3047CDADB5971AC20405EA?x-oss-process=image/resize,w_500",07:59,2018-6-25 09:39
皇甫誕碑053於溟海博韜骨産文054瞻卿雲孝窮溫情之,//v.youku.com/v_show/id_XMzY4NDk4NzU1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B3047C5ADB5971AC201CD65?x-oss-process=image/resize,w_500",09:19,2018-6-25 09:37
皇甫誕碑051剸犀象百練挺於昆052吾翼掩鴛鴻九萬奮,//v.youku.com/v_show/id_XMzY4NDk4NzMyNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304770ADC05D1AC20B2C58?x-oss-process=image/resize,w_500",08:09,2018-6-25 09:37
皇甫誕碑049待變於朱藍恭孝爲050基寧取訓於橋梓鋒,//v.youku.com/v_show/id_XMzY4NDk4NDcwNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304736AD86941AC203A972?x-oss-process=image/resize,w_500",09:07,2018-6-25 09:36
皇甫誕碑047之淑精據德依仁居048貞體道含章表質詎,//v.youku.com/v_show/id_XMzY4NDk4MzgwNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304701ADB5971AC2052083?x-oss-process=image/resize,w_500",08:42,2018-6-25 09:34
皇甫誕碑045包申伯稟嵩山之秀046氣材兼蕭相降昴緯,//v.youku.com/v_show/id_XMzY4NDk4MzQxNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B3046FDAD86941AC20C3E19?x-oss-process=image/resize,w_500",08:05,2018-6-25 09:34
皇甫誕碑043梐枒威重冠軍析瑞044蕃條聲高渤海公量,//v.youku.com/v_show/id_XMzY4NDk4MTU3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B30466CADB5971AC20ACCE9?x-oss-process=image/resize,w_500",09:41,2018-6-25 09:33
皇甫誕碑041開府儀同三司隨州042刺史長樂恭侯橫劍,//v.youku.com/v_show/id_XMzY4NDk4MTAxNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304635ADC05D1AC20646F3?x-oss-process=image/resize,w_500",08:50,2018-6-25 09:32
皇甫誕碑039早墜垂天之羽父璠040使持節驃騎大將軍,//v.youku.com/v_show/id_XMzY4NDk4MDQ3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304630ADC05D1AC204DFB3?x-oss-process=image/resize,w_500",07:24,2018-6-25 09:32
皇甫誕碑033奇采於隨珠祖和雍034州贊治贈使持節散,//v.youku.com/v_show/id_XMzY4NDk3NzI4MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B30462DADC05D1AC20AED2A?x-oss-process=image/resize,w_500",09:29,2018-6-25 09:32
皇甫誕碑035騎常侍車騎大將軍036儀同三司膠涇二州,//v.youku.com/v_show/id_XMzY4NDk3NzMxMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304624ADB5971AC205346C?x-oss-process=image/resize,w_500",08:29,2018-6-25 09:32
皇甫誕碑037刺史高衢將騁遽夭038追風之足扶搖始搏,//v.youku.com/v_show/id_XMzY4NDk3NzMwNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B3045B2ADB5971AC202BED9?x-oss-process=image/resize,w_500",07:27,2018-6-25 09:28
皇甫誕碑029言焉曾祖重華使持030節龍驤將軍梁州剌,//v.youku.com/v_show/id_XMzY4NDk3MzE3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304530ADC05D1AC20409AF?x-oss-process=image/resize,w_500",09:00,2018-6-25 09:27
皇甫誕碑027冠於國高華宗邁於028欒卻備在史牒可略,//v.youku.com/v_show/id_XMzY4NDk3MjQ0NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304500ADC05D1AC20B51F2?x-oss-process=image/resize,w_500",09:31,2018-6-25 09:27
皇甫誕碑031史潤木暉山方重價032於趙璧媚川照闕曜,//v.youku.com/v_show/id_XMzY4NDk3NDEyNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304526ADC05D1AC20220F9?x-oss-process=image/resize,w_500",08:52,2018-6-25 09:27
皇甫誕碑025茅社表其勳德銘功026衛鼎騰美晉鍾盛族,//v.youku.com/v_show/id_XMzY4NDk2OTIzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B30449FADC05D1AC2037C11?x-oss-process=image/resize,w_500",10:54,2018-6-25 09:25
皇甫誕碑021也昔立效長丘樹績022東郡太尉裂壤於槐,//v.youku.com/v_show/id_XMzY4NDk2OTIxMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304467ADC05D1AC20E6059?x-oss-process=image/resize,w_500",09:06,2018-6-25 09:24
皇甫誕碑023裡司徒胙土於耐門024是以車服旌其器能,//v.youku.com/v_show/id_XMzY4NDk2OTE2OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B304455AD86941AC20C4BB5?x-oss-process=image/resize,w_500",07:54,2018-6-25 09:23
皇甫誕碑013常豈若釁起蕭牆禍014生蕃翰強逾七國勢,//v.youku.com/v_show/id_XMzY4NDA2NzkyOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7E53ADB5971AC207CE47?x-oss-process=image/resize,w_500",10:04,2018-6-24 19:18
皇甫誕碑019弘義明公矣君諱誕020字玄憲安定朝那人,//v.youku.com/v_show/id_XMzY4NDA3MzIwNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7E0BADC05D1AC200DF1F?x-oss-process=image/resize,w_500",08:29,2018-6-24 19:17
皇甫誕碑017顧激清風於後葉抗018名節於當時者見之,//v.youku.com/v_show/id_XMzY4NDA3MDgyMA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7DDEADB5971AC20B4AD9?x-oss-process=image/resize,w_500",09:26,2018-6-24 19:17
皇甫誕碑015重三監其有蹈水火016而不辭臨鋒刃而莫,//v.youku.com/v_show/id_XMzY4NDA3MDE1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7DD7AD86941AC208708C?x-oss-process=image/resize,w_500",09:34,2018-6-24 19:17
皇甫誕碑011命結纓殉國英聲煥012乎記牒徽烈著於旂,//v.youku.com/v_show/id_XMzY4NDA2Njk4MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7D60AD86941AC202BF20?x-oss-process=image/resize,w_500",10:51,2018-6-24 19:14
皇甫誕碑009於疾風叔世艱虞忠010臣彰於赴難銜須授,//v.youku.com/v_show/id_XMzY4NDA2NjE2OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7D5CADB5971AC20F36B1?x-oss-process=image/resize,w_500",10:44,2018-6-24 19:14
皇甫誕碑001隨柱國左光祿大夫002弘義明公皇甫府君,//v.youku.com/v_show/id_XMzY4NDA2MTUzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7D13ADB5971AC20D7722?x-oss-process=image/resize,w_500",11:36,2018-6-24 19:13
皇甫誕碑007于志寧製008夫素秋肅煞勁草標,//v.youku.com/v_show/id_XMzY4NDA2MzAyNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7CE6ADB5971AC20844CF?x-oss-process=image/resize,w_500",08:23,2018-6-24 19:13
皇甫誕碑005太子左庶子上柱006國黎陽縣開國公,//v.youku.com/v_show/id_XMzY4NDA2MTUxMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7CC9ADB5971AC207C1EA?x-oss-process=image/resize,w_500",08:44,2018-6-24 19:13
皇甫誕碑003之碑004銀青光祿大夫行,//v.youku.com/v_show/id_XMzY4NDA2MTQwOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2F7BF0AD86941AC207A5CA?x-oss-process=image/resize,w_500",05:19,2018-6-24 19:08
歐陽詢-溫彥博千字文-側錄書寫情形,//v.youku.com/v_show/id_XMzY3MzQ4Njc2OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B288F41ADC05D1AC201A3DC?x-oss-process=image/resize,w_500",04:25,2018-6-19 13:06
〈溫彥博千字文〉38骸垢想浴執熱願涼驢騾犢特駭躍超驤誅斬賊盜捕獲叛亡,//v.youku.com/v_show/id_XMzY3MTUxODY0OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B272356ADC05D1AC2005FF1?x-oss-process=image/resize,w_500",13:31,2018-6-18 11:11
〈溫彥博千字文〉40毛施淑姿工顰妍笑年矢每催曦暉朗曜璇璣懸斡晦魄環照,//v.youku.com/v_show/id_XMzY3MTUyMTM2OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B27222FADA4C71AC2099196?x-oss-process=image/resize,w_500",10:42,2018-6-18 11:07
〈溫彥博千字文〉35親戚故舊老少異糧妾御績紡侍巾帷房紈扇圓絜銀燭煒煌,//v.youku.com/v_show/id_XMzY3MTUxMTY1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B272225ADB5971AC20674D4?x-oss-process=image/resize,w_500",11:12,2018-6-18 11:06
〈溫彥博千字文〉39布射僚丸嵇琴阮嘯恬筆倫紙鈞巧任釣釋紛利俗並皆佳妙,//v.youku.com/v_show/id_XMzY3MTUxODYxMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2721F1E5D50C1AC2094FC7?x-oss-process=image/resize,w_500",11:00,2018-6-18 11:05
〈溫彥博千字文〉37嫡後嗣續祭祀蒸嘗稽顙再拜悚懼恐惶箋牒簡要顧答審詳,//v.youku.com/v_show/id_XMzY3MTUxNTc0MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B27214CAD86941AC2009E40?x-oss-process=image/resize,w_500",12:09,2018-6-18 11:04
〈溫彥博千字文〉34易輶攸畏屬耳垣牆具膳餐飯適口充腸飽飫烹宰饑厭糟糠,//v.youku.com/v_show/id_XMzY3MTUwOTAyOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B272184E5D50C1AC2041039?x-oss-process=image/resize,w_500",11:27,2018-6-18 11:04
〈溫彥博千字文〉36晝眠夕寐藍筍象床弦歌酒宴接杯舉觴矯手頓足悅豫且康,//v.youku.com/v_show/id_XMzY3MTUxMzQxMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B272109AD86941AC201FB4D?x-oss-process=image/resize,w_500",10:28,2018-6-18 11:03
〈溫彥博千字文〉31兩疏見機解組誰逼索居閒處沉默寂寥求古尋論散慮逍遙,//v.youku.com/v_show/id_XMzY3MTUwMzY4MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2720FBADB5971AC208F946?x-oss-process=image/resize,w_500",12:22,2018-6-18 11:03
〈溫彥博千字文〉30貽厥嘉猷勉其祗植省躬譏誡寵增抗極殆辱近恥林皋幸即,//v.youku.com/v_show/id_XMzY3MTUwMjg4MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B272066ADC05D1AC20D93C4?x-oss-process=image/resize,w_500",10:33,2018-6-18 10:59
〈溫彥博千字文〉33陳根委翳落葉飄搖游鶤獨運凌摩絳霄耽讀玩市寓目囊箱,//v.youku.com/v_show/id_XMzY3MTUwNjI4MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B272063ADC05D1AC205B9B0?x-oss-process=image/resize,w_500",12:30,2018-6-18 10:57
〈溫彥博千字文〉32欣奏累遣戚謝歡招渠荷的歷園莽抽條枇杷晚翠梧桐蚤凋,//v.youku.com/v_show/id_XMzY3MTUwMzY2OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271FD1E5D50C1AC2025799?x-oss-process=image/resize,w_500",12:01,2018-6-18 10:54
〈溫彥博千字文〉28治本於農務資稼穡俶載南畝我藝黍稷稅熟貢新勸賞黜陟,//v.youku.com/v_show/id_XMzY3MTQ5NzEyMA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271F06E5D50C1AC2029DFF?x-oss-process=image/resize,w_500",12:18,2018-6-18 10:54
〈溫彥博千字文〉29孟軻敦素史魚秉直庶幾中庸勞謙謹敕聆音察理鑒貌辨色,//v.youku.com/v_show/id_XMzY3MTQ5ODk0OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271EEEAD86941AC20668E3?x-oss-process=image/resize,w_500",10:39,2018-6-18 10:53
〈溫彥博千字文〉27雁門紫塞雞田赤城昆池碣石巨野洞庭曠遠綿邈岩岫杳冥,//v.youku.com/v_show/id_XMzY3MTQ5Njg5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271F17E5D50C1AC20641E3?x-oss-process=image/resize,w_500",11:42,2018-6-18 10:53
〈溫彥博千字文〉25假途滅虢踐土會盟何遵約法韓弊煩刑起翦頗牧用軍最精,//v.youku.com/v_show/id_XMzY3MTQ5MjU3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271E5BADB5971AC20D37A4?x-oss-process=image/resize,w_500",12:13,2018-6-18 10:50
〈溫彥博千字文〉24綺回漢惠說感武丁俊乂密勿多士寔寧晉楚更霸趙魏困橫,//v.youku.com/v_show/id_XMzY3MTQ5MjU1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271E3AADA4C71AC2075DDD?x-oss-process=image/resize,w_500",11:56,2018-6-18 10:49
〈溫彥博千字文〉26宣威沙漠馳譽丹青九州禹跡百郡秦并嶽宗泰岱禪主云亭,//v.youku.com/v_show/id_XMzY3MTQ5MjgwOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271E7AADC05D1AC2085A2B?x-oss-process=image/resize,w_500",10:48,2018-6-18 10:49
〈溫彥博千字文〉23磻溪伊尹佐時阿衡奄宅曲阜微旦孰營桓公匡合濟弱扶傾,//v.youku.com/v_show/id_XMzY3MTQ4NzAwOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271D69ADA4C71AC209B189?x-oss-process=image/resize,w_500",11:52,2018-6-18 10:46
〈溫彥博千字文〉22高冠陪輦驅轂振纓世祿侈富車駕肥輕策功茂實勒碑刻銘,//v.youku.com/v_show/id_XMzY3MTQ4NzAwNA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271D2B8B3D4D1AC20F3B18?x-oss-process=image/resize,w_500",11:57,2018-6-18 10:46
〈溫彥博千字文〉21杜稿鐘隸漆書壁經府羅將相路俠槐卿戶封八縣家給千兵,//v.youku.com/v_show/id_XMzY3MTQ4NzAxNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B271D64AD86941AC20C2EFA?x-oss-process=image/resize,w_500",13:07,2018-6-18 10:46
〈溫彥博千字文〉20陞階納陛弁轉疑星右通廣內左達承明既集墳典亦聚群英,//v.youku.com/v_show/id_XMzY2Nzg2OTg0NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B24822BADA4C71AC20ABE3D?x-oss-process=image/resize,w_500",11:43,2018-6-16 11:21
〈溫彥博千字文〉19圖寫禽獸畫彩仙靈丙舍傍啟甲帳對楹肆筵設席鼓瑟吹笙,//v.youku.com/v_show/id_XMzY2Nzg2NzYyOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B248228ADC05D1AC20ACB69?x-oss-process=image/resize,w_500",13:30,2018-6-16 11:21
〈溫彥博千字文〉17性靜情逸心動神疲守真誌滿逐物意移堅持雅操好爵自縻,//v.youku.com/v_show/id_XMzY2Nzg2NTE1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2481768B3D4D1AC20DDC62?x-oss-process=image/resize,w_500",10:09,2018-6-16 11:17
〈溫彥博千字文〉18都邑華夏東西二京背邙面洛浮渭據涇宮殿盤鬱樓觀飛驚,//v.youku.com/v_show/id_XMzY2Nzg2NTE3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2481AFE5D50C1AC202D14F?x-oss-process=image/resize,w_500",11:17,2018-6-16 11:17
〈溫彥博千字文〉14存以甘棠去而益詠樂殊貴賤禮別尊卑上和下睦夫唱婦隨,//v.youku.com/v_show/id_XMzY2Nzg1OTkwOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2480D4E5D50C1AC20B62D0?x-oss-process=image/resize,w_500",10:18,2018-6-16 11:14
〈溫彥博千字文〉13篤初誠美慎終宜令榮業所基籍甚無竟學優登仕攝職從政,//v.youku.com/v_show/id_XMzY2Nzg1ODM3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2480A9ADA4C71AC20DBF5A?x-oss-process=image/resize,w_500",11:38,2018-6-16 11:14
〈溫彥博千字文〉15外受傅訓入奉母儀諸姑伯叔猶子比兒孔懷兄弟同氣連枝,//v.youku.com/v_show/id_XMzY2Nzg2MDY3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015B2480CFADB5971AC20E0055?x-oss-process=image/resize,w_500",09:29,2018-6-16 11:14
〈溫彥博千字文〉12似蘭斯馨如松之盛川流不息淵澄取映容止若思言辭安定,//v.youku.com/v_show/id_XMzY2Nzg1NDQzMg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B248012E5D50C1AC20E57DE?x-oss-process=image/resize,w_500",10:19,2018-6-16 11:11
〈溫彥博千字文〉11資父事君曰嚴與敬孝當竭力忠則盡命臨深履薄夙興溫清,//v.youku.com/v_show/id_XMzY2Nzg1MzcwMA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B248004ADA4C71AC2065AA0?x-oss-process=image/resize,w_500",10:50,2018-6-16 11:11
〈溫彥博千字文〉10空谷傳聲虛堂習聽禍因惡積福緣善慶尺璧非寶寸陰是競,//v.youku.com/v_show/id_XMzY2Nzg1MzU0NA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B24800FADB5971AC201BE55?x-oss-process=image/resize,w_500",11:33,2018-6-16 11:10
〈溫彥博千字文〉09墨悲絲染詩贊羔羊景行維賢克念作聖德建名立形端表正,//v.youku.com/v_show/id_XMzY2Nzg1MDg3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247F6DADA4C71AC2000ACF?x-oss-process=image/resize,w_500",10:56,2018-6-16 11:09
〈溫彥博千字文〉06遐邇壹體率賓歸王鳴鳳在樹白駒食場化被草木賴及萬方,//v.youku.com/v_show/id_XMzY2Nzg0MjYzNg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247F6B8B3D4D1AC20D07A1?x-oss-process=image/resize,w_500",10:17,2018-6-16 11:08
〈溫彥博千字文〉04龍師火帝鳥官人皇始製文字乃服衣裳推位讓國有虞陶唐,//v.youku.com/v_show/id_XMzY2Nzg0MTE4MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247FA4E5D50C1AC20B4140?x-oss-process=image/resize,w_500",11:05,2018-6-16 11:08
〈溫彥博千字文〉08知過必改得能莫忘罔談彼短靡恃己長信使可覆器欲難量,//v.youku.com/v_show/id_XMzY2Nzg0NzkyOA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247F10AD86941AC20E1309?x-oss-process=image/resize,w_500",10:31,2018-6-16 11:06
〈溫彥博千字文〉07蓋此身發四大五常恭惟鞠養豈敢毀傷女慕貞潔男效才良,//v.youku.com/v_show/id_XMzY2Nzg0NDY1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247E63E5D50C1AC20D7C44?x-oss-process=image/resize,w_500",10:32,2018-6-16 11:04
〈溫彥博千字文〉05吊民伐罪周發殷湯坐朝問道垂拱平章愛育黎首臣伏戎羌,//v.youku.com/v_show/id_XMzY2Nzg0MjI1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247E48AD86941AC2000D2A?x-oss-process=image/resize,w_500",09:29,2018-6-16 11:04
〈溫彥博千字文〉02閏餘成歲律呂調陽雲騰致雨露結為霜金生麗水玉出昆岡,//v.youku.com/v_show/id_XMzY2NzgzNDE0OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247DE8ADA4C71AC2017CD4?x-oss-process=image/resize,w_500",10:41,2018-6-16 11:01
〈溫彥博千字文〉01天地玄黃宇宙洪荒日月盈昃辰宿列張寒來暑往秋收冬藏,//v.youku.com/v_show/id_XMzY2NzgzNDA4OA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247D8BADA4C71AC204FE7B?x-oss-process=image/resize,w_500",09:31,2018-6-16 11:01
〈溫彥博千字文〉03劍號巨闕珠稱夜光果珍李柰菜重芥姜海咸河淡鱗潛羽翔,//v.youku.com/v_show/id_XMzY2NzgzNDE2MA==.html?playMode=pugv,"https://m.ykimg.com/054F06015B247DDAAD86941AC20340EA?x-oss-process=image/resize,w_500",11:18,2018-6-16 11:01
歐陽詢行書千字文-創作杜甫詩,//v.youku.com/v_show/id_XMzY1ODI0ODQ0MA==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1E1BD7ADB5971AC20AA144?x-oss-process=image/resize,w_500",01:59,2018-6-11 14:51
改寫〈歐陽詢行書千字文〉17駭躍超驤-晦魄環照,//v.youku.com/v_show/id_XMzY1Nzc4ODQ0OA==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD93AADC05D1AC2036407?x-oss-process=image/resize,w_500",14:39,2018-6-11 10:05
改寫〈歐陽詢行書千字文〉18指薪脩祜-焉哉乎也,//v.youku.com/v_show/id_XMzY1Nzc4ODY5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD8B5ADB5971AC207F6E8?x-oss-process=image/resize,w_500",08:55,2018-6-11 10:03
改寫〈歐陽詢行書千字文〉14兩疏見機-遊鵾獨運,//v.youku.com/v_show/id_XMzY1Nzc4MTI4MA==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD92AADB5971AC2089E69?x-oss-process=image/resize,w_500",13:40,2018-6-11 10:02
改寫〈歐陽詢行書千字文〉16晝眠夕寐-驢騾犢特,//v.youku.com/v_show/id_XMzY1Nzc4MzEyNA==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD8B0AD86941AC20E7D72?x-oss-process=image/resize,w_500",15:21,2018-6-11 10:02
改寫〈歐陽詢行書千字文〉15凌摩綘霄-銀燭煒煌,//v.youku.com/v_show/id_XMzY1Nzc4MTczNg==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD88BADC05D1AC200A387?x-oss-process=image/resize,w_500",14:59,2018-6-11 10:02
改寫〈歐陽詢行書千字文〉13我藝黍稷-林睪幸即,//v.youku.com/v_show/id_XMzY1Nzc3NjE1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD7B7ADC05D1AC20285B3?x-oss-process=image/resize,w_500",13:35,2018-6-11 10:00
改寫〈歐陽詢行書千字文〉12宣威沙漠-俶載南畝,//v.youku.com/v_show/id_XMzY1Nzc3NDg0NA==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD7B2AD86941AC202789C?x-oss-process=image/resize,w_500",14:54,2018-6-11 10:00
改寫〈歐陽詢行書千字文〉11微旦孰營-用軍最精,//v.youku.com/v_show/id_XMzY1Nzc3NDE2OA==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD7A4ADB5971AC2083A66?x-oss-process=image/resize,w_500",12:24,2018-6-11 10:00
改寫〈歐陽詢行書千字文〉10杜槁鍾隸-奄宅曲阜,//v.youku.com/v_show/id_XMzY1Nzc2OTE4NA==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD6CBADC05D1AC203332A?x-oss-process=image/resize,w_500",12:47,2018-6-11 09:54
改寫〈歐陽詢行書千字文〉09浮渭據涇-亦聚群英,//v.youku.com/v_show/id_XMzY1Nzc2OTE2NA==.html?playMode=pugv,"https://m.ykimg.com/054F02015B1DD6C8AD86941AC209CB42?x-oss-process=image/resize,w_500",14:43,2018-6-11 09:54
